,Data Coleta,y_test,svm_target,rf_target,dt_target,mlp_target
405,2017-01-12,0.7812737180446012,0.7742028800708043,0.8353426297098029,0.8403648041918739,0.8255098616770772
406,2017-01-12,0.7082947553524468,0.7513641674392526,0.8191421005555877,0.8386763871909997,0.7968597198971735
407,2017-01-12,0.688715188768503,0.7067350212909942,0.7702173494504099,0.7831338944848443,0.753916002775033
408,2017-01-12,0.4492026640000813,0.5388164888173599,0.5363412421529316,0.5480635135061624,0.5613067214279318
409,2017-01-12,0.7194693390496418,0.7857693612870695,0.828423220398526,0.8864614110394203,0.8304219772434243
410,2017-01-12,0.8501729662978075,0.7819182138726346,0.8186201382642332,0.8106338060607788,0.8365993256154423
411,2017-01-12,0.635709782139037,0.6469671564830752,0.661667091425926,0.7342526748808118,0.6753209952358816
412,2017-01-12,0.7780983756113687,0.802271775402654,0.8524816299506972,0.8578005075959143,0.8567211277379544
413,2017-01-19,0.5812024180673298,0.5310961821647455,0.5678307798832749,0.5789009077586669,0.568458525206303
414,2017-02-09,0.8281914805325892,0.8097016784134319,0.896018974363141,0.901371367114176,0.8656430088295406
415,2017-02-09,0.6995994396043357,0.6137008896548488,0.6746601683217576,0.7006347315802114,0.6572245401262655
416,2017-02-09,0.692103814599507,0.6983754986966992,0.7400920677679366,0.8036614277261491,0.7389352775786957
417,2017-02-23,0.6661151482018814,0.6825124024480267,0.73514494599713,0.8036614277261491,0.7214374992034652
418,2017-02-23,0.7612408032174419,0.7503536401313424,0.8105468453381396,0.7694327514090142,0.801053746999752
419,2017-02-23,0.5217246181496864,0.5696527864650427,0.6151943239648134,0.7199581426274452,0.5904341458649209
420,2017-02-23,0.7507159879043123,0.7660203798992928,0.8115842470535636,0.8395552904528206,0.8117850646579945
421,2017-02-23,0.8690140377008365,0.794177026258734,0.8412932984855133,0.8578005075959143,0.8481989550677818
422,2017-02-23,0.4262587370837197,0.4948839573977051,0.45708721188805923,0.4817733217808469,0.5214740993871061
423,2017-03-08,0.7528669740475058,0.6978950340567731,0.7138784077566029,0.7362987785678987,0.7588856638725096
424,2017-03-08,0.7491058096926634,0.6866177046337196,0.7672239083288872,0.7639079634205238,0.7342580105453129
425,2017-03-15,0.7796880309984219,0.6915957290179413,0.759770806871414,0.7831338944848443,0.7362682120391985
426,2017-03-22,0.8417419887948877,0.758276143784612,0.8016794590378105,0.8045140710737257,0.8047765319235434
427,2017-03-22,0.8621978051096698,0.8019565177046994,0.8609045313746568,0.8803798542793522,0.8491862617293038
428,2017-03-22,0.5527654472864197,0.5443863149708996,0.5481514052094313,0.5434843196831655,0.5735389919841586
429,2017-03-22,0.7802680066812071,0.6605890508500349,0.6631210766825208,0.6501561718709665,0.7280847052574331
430,2017-03-22,0.6741636941824474,0.6029297642101279,0.6270432154789494,0.6667852124653436,0.6381276329132911
431,2017-03-22,0.8607240824328426,0.763446324734508,0.8308385986576114,0.817298362183449,0.8048512411060142
432,2017-04-05,0.8356030783259746,0.7504310315342433,0.8012442726657117,0.8289020667741553,0.8011192778618221
433,2017-04-05,0.8343688858991551,0.7497537275848971,0.7997243165690953,0.8483517106797294,0.7994159579388768
434,2017-04-05,0.6962584219296906,0.6941977703338369,0.7407826838508307,0.8036614277261491,0.7331254607607404
435,2017-04-11,0.4989771257187497,0.4948740767149362,0.47591314028466264,0.405919662642729,0.5139655363408967
436,2017-04-11,0.5711774112006035,0.5679546191828904,0.5716870639954812,0.5434843196831655,0.600534873321436
437,2017-04-11,0.8549784304948959,0.7732192829546605,0.7903813491563487,0.8159239474122215,0.8272170127356051
438,2017-04-11,0.7964920956553522,0.735575126250853,0.791299575714742,0.8257664980595909,0.774830153084779
439,2017-04-11,0.6650485581603504,0.6616081193508292,0.659297994473514,0.639767091447371,0.714302863507027
440,2017-04-11,0.8843366548369653,0.8043547828069137,0.8813725153573135,0.8887833142067392,0.860586943794141
441,2017-05-04,0.8317735223316827,0.7536142485338917,0.7880654280113434,0.797957432974658,0.8094938803906462
442,2017-05-04,0.8263595030829723,0.7537113115660892,0.8044898788917425,0.8697760187987523,0.8055547013896548
443,2017-05-10,0.8521475948884324,0.7716470637854467,0.8347514880978127,0.8167989938356953,0.8191380207515313
444,2017-05-10,0.8731588908963153,0.7791216246758561,0.8199703651411991,0.8686308163690174,0.825741501449814
445,2017-05-10,0.6329736988897576,0.6022119330917757,0.5983743554289206,0.6541070313650948,0.6309546560151075
446,2017-05-10,0.7292266034328356,0.6782815718834054,0.712074112660372,0.6773778165840904,0.7156718811835455
447,2017-05-10,0.807658242694822,0.7452735738494896,0.785628761408793,0.7853918344465849,0.7899795369920688
448,2017-05-10,0.8429409472160263,0.7618294483009882,0.8251239471787352,0.8483517106797294,0.8129351189381289
449,2017-05-25,0.6155200340657945,0.5572777117005645,0.6206130790281529,0.682733220003973,0.6042242614868614
450,2017-06-06,0.6250865721614826,0.582612605571063,0.5934972701435892,0.6096511557661243,0.6306489685263417
451,2017-06-06,0.6891777053591366,0.62394195889162,0.6518921879526455,0.667911441038885,0.6705857322462172
452,2017-06-06,0.7444592401953988,0.6649239140359156,0.6934689551122705,0.7006347315802114,0.7142228741719621
453,2017-07-05,0.8389453119392651,0.7916300652963184,0.8441871288406686,0.8864614110394203,0.8361894752231438
454,2017-07-05,0.8684301853823523,0.7726201648401807,0.8126957991408283,0.806394790877854,0.8178102569000198
455,2017-07-05,0.7026262951132632,0.6021142461338733,0.670402136138138,0.664996667239793,0.631588255035514
456,2017-07-05,0.6021172473306953,0.5496743810310265,0.5448845733169256,0.5403819342312614,0.5757265552130153
457,2017-07-05,0.6695557495976757,0.6450291171461997,0.6488240861574649,0.62641097335025,0.6885692584164105
458,2017-07-05,0.8691249755750541,0.7904046085901684,0.8615835399916009,0.8742382113661235,0.8449593297086253
459,2017-07-05,0.8566016994065185,0.7901168438570185,0.8584436469386051,0.8658326907121662,0.842064274881106
460,2017-07-05,0.8345920976437988,0.7487185413335558,0.8171618101198049,0.8403648041918739,0.799575806078697
461,2017-07-11,0.789107975874273,0.7248393326171565,0.7681483141688709,0.7911525847502674,0.7733082763714623
462,2017-08-09,0.839662330826484,0.7758687018284929,0.8258527914799595,0.8267520914115023,0.8155068090618764
463,2017-08-09,0.730941844263856,0.6573861931829745,0.6985888961754898,0.6007948778909978,0.6943474625921223
464,2017-08-09,0.688838859104661,0.60485522614222,0.5921579730413999,0.503713544864317,0.6353390770383586
465,2017-08-09,0.8180178321502443,0.7547056031639132,0.8036252018136443,0.8257664980595909,0.7976071467769739
466,2017-08-09,0.8608297712896511,0.7966618084933474,0.8575459495617036,0.8864614110394203,0.8431049472036226
467,2017-08-09,0.6786708389660896,0.6649709566458684,0.6344496766646901,0.6096511557661243,0.7390842926664942
468,2017-08-10,0.8600238372388834,0.7711317790412127,0.8099221375225721,0.7776127702225009,0.8201991387063384
469,2017-08-10,0.6754214451188821,0.6181635889965016,0.6678672358187022,0.7179740859999336,0.6592459568218971
470,2017-08-10,0.7548401677789862,0.6148123578020666,0.623859250411945,0.7499588981976488,0.6333077386120134
471,2017-09-19,0.7774101852378049,0.6908869472516581,0.7520970080733642,0.7430536103388491,0.7304632274921445
472,2017-09-28,0.7150611543280111,0.7277108657257731,0.7324222375336802,0.6653664942261741,0.7703949941012681
473,2017-09-28,0.7087350123542356,0.7194865941103281,0.7240921377913091,0.6987333101988092,0.7628066869188381
474,2017-09-28,0.6820354706242013,0.6313437531364199,0.6589029613205416,0.729090875738221,0.6528371871301254
475,2017-09-28,0.7495205334142341,0.6936652983004261,0.7410053678153826,0.7161817601312914,0.7373090349289579
476,2017-09-28,0.5720213299040192,0.5312919073508955,0.5206846455550458,0.693131503968923,0.5484765039174347
477,2017-09-28,0.7442545987887794,0.7361849127298086,0.7827508036587854,0.7909156532208672,0.7868612052939105
478,2017-10-18,0.4919851921314776,0.4153721398438759,0.47965852664585495,0.508947666335083,0.4260371867388215
479,2017-10-18,0.8731164591763756,0.8024948448072051,0.8703045663526535,0.8672500611760573,0.8539810693385022
480,2017-10-18,0.9073820672728163,0.8171369285471235,0.9049173321429788,0.9076900166224633,0.8727596843910578
481,2017-10-18,0.600712180430886,0.5581332707179898,0.5739747982552166,0.5535552611161274,0.5820837737815275
482,2017-10-18,0.8059402286889851,0.7837929437694602,0.8410868482434437,0.8532795685313864,0.8281596135483198
483,2017-10-18,0.8278267345065454,0.7722024349556895,0.8320241060903493,0.8864614110394203,0.813612292824291
484,2017-10-26,0.6860390587252874,0.6531020856258924,0.7022670677412712,0.7167800411217006,0.6978343324008418
485,2017-10-26,0.47605335267138554,0.47683173961502745,0.48231013988737137,0.5128980597036362,0.503341031787613
486,2017-10-26,0.8193185634516188,0.7378365399945845,0.782422934722452,0.7727164164028402,0.7905244947899206
487,2017-11-16,0.7891000513034045,0.7810007421859624,0.8158622766875925,0.8166269526272565,0.8390297716101422
488,2017-11-16,0.6468706148085832,0.6698159084337607,0.7091806404367081,0.7780802573056398,0.7095128421839474
489,2017-11-16,0.5498036777845221,0.5607826754708196,0.56875204462792,0.60044542920477,0.5908248823334308
490,2017-11-16,0.8520207646531514,0.7754664824599142,0.8379537637951373,0.8403648041918739,0.8268374223809327
491,2017-11-16,0.8427003466233757,0.7929811651538403,0.8627521046468998,0.8681272005686432,0.8450465929245221
492,2017-11-16,0.49972127668979605,0.540045915142833,0.511094566114577,0.42472954241722133,0.5686474389029544
493,2017-11-16,0.6846692968764359,0.7387351298297784,0.7463825344532773,0.804138058488236,0.7874081784609814
494,2017-11-16,0.6998664716524945,0.6803245017245454,0.7225504871549294,0.7411436059060589,0.7200668235332788
495,2017-11-23,0.5366907116992454,0.5127808325416552,0.5357155993505076,0.5789009077586669,0.5496992988630326
496,2017-12-07,0.8260403356596432,0.7484831559264646,0.7915043694861708,0.8289020667741553,0.798970732023899
497,2017-12-07,0.7234487050630091,0.6456768600304936,0.6832702963641023,0.667911441038885,0.6926773749703986
498,2017-12-07,0.8448158456032953,0.7706469910073095,0.7876883830231266,0.7449972272945441,0.8157016676827963
499,2017-12-14,0.834160391856506,0.7634497420341899,0.795251625193047,0.7624825082109503,0.8157862549179722
